Frame,middle,rear,left_front,left_hind,head,right_hind,right_front
802.5,"(11.00, 3850.00)","(16.00, 3792.00)","(-39.00, 3850.00)","(-40.00, 3792.00)","(1.00, 3894.50)","(47.34, 3758.59)","(54.00, 3890.00)"
802.75,"(11.00, 3851.00)","(17.00, 3794.00)","(-40.50, 3854.00)","(-40.00, 3792.00)","(-0.50, 3895.75)","(48.00, 3762.88)","(54.00, 3890.00)"
803.0,"(11.00, 3852.00)","(18.00, 3796.00)","(-42.00, 3858.00)","(-40.00, 3792.00)","(-2.00, 3897.00)","(48.67, 3767.17)","(54.00, 3890.00)"
803.25,"(11.25, 3853.50)","(18.17, 3797.17)","(-43.75, 3860.50)","(-40.00, 3792.00)","(-1.25, 3898.25)","(50.50, 3775.38)","(52.50, 3889.50)"
803.5,"(11.50, 3855.00)","(18.34, 3798.34)","(-45.50, 3863.00)","(-40.00, 3792.00)","(-0.50, 3899.50)","(52.34, 3783.59)","(51.00, 3889.00)"
803.75,"(11.75, 3856.50)","(18.50, 3799.50)","(-47.25, 3865.50)","(-40.00, 3792.00)","(0.25, 3900.75)","(54.17, 3791.79)","(49.50, 3888.50)"
804.0,"(12.00, 3858.00)","(18.67, 3800.67)","(-49.00, 3868.00)","(-40.00, 3792.00)","(1.00, 3902.00)","(56.00, 3800.00)","(48.00, 3888.00)"
804.25,"(12.00, 3858.00)","(18.84, 3801.84)","(-48.25, 3868.25)","(-40.00, 3792.00)","(1.00, 3902.00)","(54.98, 3796.01)","(48.00, 3888.00)"
804.5,"(12.00, 3858.00)","(19.00, 3803.00)","(-47.50, 3868.50)","(-40.00, 3792.00)","(1.00, 3902.00)","(53.97, 3792.02)","(48.00, 3888.00)"
804.75,"(12.00, 3858.00)","(19.16, 3804.16)","(-46.75, 3868.75)","(-40.00, 3792.00)","(1.00, 3902.00)","(52.95, 3788.02)","(48.00, 3888.00)"
805.0,"(12.00, 3858.00)","(19.33, 3805.33)","(-46.00, 3869.00)","(-40.00, 3792.00)","(1.00, 3902.00)","(51.94, 3784.03)","(48.00, 3888.00)"
805.25,"(11.25, 3859.50)","(19.50, 3806.50)","(-46.75, 3871.25)","(-39.00, 3792.00)","(0.75, 3903.50)","(51.95, 3785.02)","(47.50, 3888.00)"
805.5,"(10.50, 3861.00)","(19.66, 3807.66)","(-47.50, 3873.50)","(-38.00, 3792.00)","(0.50, 3905.00)","(51.97, 3786.02)","(47.00, 3888.00)"
805.75,"(9.75, 3862.50)","(19.83, 3808.83)","(-48.25, 3875.75)","(-37.00, 3792.00)","(0.25, 3906.50)","(51.98, 3787.01)","(46.50, 3888.00)"
806.0,"(9.00, 3864.00)","(20.00, 3810.00)","(-49.00, 3878.00)","(-36.00, 3792.00)","(0.00, 3908.00)","(52.00, 3788.00)","(46.00, 3888.00)"
806.25,"(8.25, 3865.00)","(21.00, 3812.50)","(-49.38, 3882.38)","(-35.75, 3792.00)","(0.50, 3909.50)","(53.00, 3792.34)","(45.50, 3887.00)"
806.5,"(7.50, 3866.00)","(22.00, 3815.00)","(-49.75, 3886.75)","(-35.50, 3792.00)","(1.00, 3911.00)","(54.00, 3796.67)","(45.00, 3886.00)"
806.75,"(6.75, 3867.00)","(23.00, 3817.50)","(-50.12, 3891.12)","(-35.25, 3792.00)","(1.50, 3912.50)","(54.99, 3801.01)","(44.50, 3885.00)"
807.0,"(6.00, 3868.00)","(24.00, 3820.00)","(-50.50, 3895.50)","(-35.00, 3792.00)","(2.00, 3914.00)","(55.99, 3805.34)","(44.00, 3884.00)"
807.25,"(4.00, 3870.00)","(22.25, 3821.50)","(-51.38, 3901.12)","(-35.25, 3792.00)","(2.00, 3915.50)","(56.99, 3806.01)","(43.50, 3883.50)"
807.5,"(2.00, 3872.00)","(20.50, 3823.00)","(-52.25, 3906.75)","(-35.50, 3792.00)","(2.00, 3917.00)","(58.00, 3806.67)","(43.00, 3883.00)"
807.75,"(0.00, 3874.00)","(18.75, 3824.50)","(-53.12, 3912.38)","(-35.75, 3792.00)","(2.00, 3918.50)","(59.00, 3807.34)","(42.50, 3882.50)"
808.0,"(-2.00, 3876.00)","(17.00, 3826.00)","(-54.00, 3918.00)","(-36.00, 3792.00)","(2.00, 3920.00)","(60.00, 3808.00)","(42.00, 3882.00)"
808.25,"(-2.00, 3878.00)","(17.75, 3829.00)","(-53.14, 3919.39)","(-36.00, 3792.00)","(3.00, 3922.00)","(60.50, 3812.50)","(41.00, 3882.00)"
808.5,"(-2.00, 3880.00)","(18.50, 3832.00)","(-52.29, 3920.79)","(-36.00, 3792.00)","(4.00, 3924.00)","(61.00, 3817.00)","(40.00, 3882.00)"
808.75,"(-2.00, 3882.00)","(19.25, 3835.00)","(-51.44, 3922.18)","(-36.00, 3792.00)","(5.00, 3926.00)","(61.50, 3821.50)","(39.00, 3882.00)"
809.0,"(-2.00, 3884.00)","(20.00, 3838.00)","(-50.58, 3923.58)","(-36.00, 3792.00)","(6.00, 3928.00)","(62.00, 3826.00)","(38.00, 3882.00)"
809.25,"(-2.50, 3885.50)","(19.00, 3839.50)","(-50.19, 3931.68)","(-36.50, 3792.50)","(6.00, 3929.00)","(64.00, 3829.00)","(36.75, 3881.50)"
809.5,"(-3.00, 3887.00)","(18.00, 3841.00)","(-49.79, 3939.79)","(-37.00, 3793.00)","(6.00, 3930.00)","(66.00, 3832.00)","(35.50, 3881.00)"
809.75,"(-3.50, 3888.50)","(17.00, 3842.50)","(-49.39, 3947.89)","(-37.50, 3793.50)","(6.00, 3931.00)","(68.00, 3835.00)","(34.25, 3880.50)"
810.0,"(-4.00, 3890.00)","(16.00, 3844.00)","(-49.00, 3956.00)","(-38.00, 3794.00)","(6.00, 3932.00)","(70.00, 3838.00)","(33.00, 3880.00)"
810.25,"(-4.00, 3890.00)","(16.00, 3844.00)","(-49.00, 3956.00)","(-38.00, 3794.00)","(6.00, 3932.00)","(70.00, 3838.00)","(33.00, 3880.00)"
810.5,"(-4.00, 3890.00)","(16.00, 3844.00)","(-49.00, 3956.00)","(-38.00, 3794.00)","(6.00, 3932.00)","(70.00, 3838.00)","(33.00, 3880.00)"
810.75,"(-4.00, 3890.00)","(16.00, 3844.00)","(-49.00, 3956.00)","(-38.00, 3794.00)","(6.00, 3932.00)","(70.00, 3838.00)","(33.00, 3880.00)"
811.0,"(-4.00, 3890.00)","(16.00, 3844.00)","(-49.00, 3956.00)","(-38.00, 3794.00)","(6.00, 3932.00)","(70.00, 3838.00)","(33.00, 3880.00)"
811.25,"(-3.00, 3891.25)","(15.50, 3843.50)","(-48.25, 3959.00)","(-38.00, 3794.50)","(7.25, 3933.50)","(71.50, 3841.50)","(31.25, 3880.00)"
811.5,"(-2.00, 3892.50)","(15.00, 3843.00)","(-47.50, 3962.00)","(-38.00, 3795.00)","(8.50, 3935.00)","(73.00, 3845.00)","(29.50, 3880.00)"
811.75,"(-1.00, 3893.75)","(14.50, 3842.50)","(-46.75, 3965.00)","(-38.00, 3795.50)","(9.75, 3936.50)","(74.50, 3848.50)","(27.75, 3880.00)"
812.0,"(0.00, 3895.00)","(14.00, 3842.00)","(-46.00, 3968.00)","(-38.00, 3796.00)","(11.00, 3938.00)","(76.00, 3852.00)","(26.00, 3880.00)"
812.25,"(-1.50, 3896.25)","(13.25, 3844.00)","(-44.50, 3970.25)","(-37.00, 3796.50)","(11.00, 3939.25)","(73.25, 3853.38)","(26.00, 3882.00)"
812.5,"(-3.00, 3897.50)","(12.50, 3846.00)","(-43.00, 3972.50)","(-36.00, 3797.00)","(11.00, 3940.50)","(70.50, 3854.75)","(26.00, 3884.00)"
812.75,"(-4.50, 3898.75)","(11.75, 3848.00)","(-41.50, 3974.75)","(-35.00, 3797.50)","(11.00, 3941.75)","(67.75, 3856.12)","(26.00, 3886.00)"
813.0,"(-6.00, 3900.00)","(11.00, 3850.00)","(-40.00, 3977.00)","(-34.00, 3798.00)","(11.00, 3943.00)","(65.00, 3857.50)","(26.00, 3888.00)"
813.25,"(-5.50, 3900.50)","(7.75, 3848.00)","(-39.50, 3979.25)","(-35.00, 3797.50)","(10.00, 3943.75)","(64.75, 3861.12)","(28.92, 3888.08)"
813.5,"(-5.00, 3901.00)","(4.50, 3846.00)","(-39.00, 3981.50)","(-36.00, 3797.00)","(9.00, 3944.50)","(64.50, 3864.75)","(31.84, 3888.16)"
813.75,"(-4.50, 3901.50)","(1.25, 3844.00)","(-38.50, 3983.75)","(-37.00, 3796.50)","(8.00, 3945.25)","(64.25, 3868.38)","(34.75, 3888.25)"
814.0,"(-4.00, 3902.00)","(-2.00, 3842.00)","(-38.00, 3986.00)","(-38.00, 3796.00)","(7.00, 3946.00)","(64.00, 3872.00)","(37.67, 3888.33)"
814.25,"(-3.00, 3903.25)","(-1.00, 3842.50)","(-37.00, 3987.75)","(-37.50, 3798.50)","(8.25, 3947.75)","(63.00, 3872.75)","(40.25, 3889.75)"
814.5,"(-2.00, 3904.50)","(0.00, 3843.00)","(-36.00, 3989.50)","(-37.00, 3801.00)","(9.50, 3949.50)","(62.00, 3873.50)","(42.84, 3891.16)"
814.75,"(-1.00, 3905.75)","(1.00, 3843.50)","(-35.00, 3991.25)","(-36.50, 3803.50)","(10.75, 3951.25)","(61.00, 3874.25)","(45.42, 3892.58)"
815.0,"(0.00, 3907.00)","(2.00, 3844.00)","(-34.00, 3993.00)","(-36.00, 3806.00)","(12.00, 3953.00)","(60.00, 3875.00)","(48.00, 3894.00)"
815.25,"(0.00, 3908.25)","(3.00, 3847.00)","(-34.00, 3993.25)","(-35.75, 3808.00)","(12.00, 3954.25)","(59.75, 3875.25)","(47.25, 3894.00)"
815.5,"(0.00, 3909.50)","(4.00, 3850.00)","(-34.00, 3993.50)","(-35.50, 3810.00)","(12.00, 3955.50)","(59.50, 3875.50)","(46.50, 3894.00)"
815.75,"(0.00, 3910.75)","(5.00, 3853.00)","(-34.00, 3993.75)","(-35.25, 3812.00)","(12.00, 3956.75)","(59.25, 3875.75)","(45.75, 3894.00)"
816.0,"(0.00, 3912.00)","(6.00, 3856.00)","(-34.00, 3994.00)","(-35.00, 3814.00)","(12.00, 3958.00)","(59.00, 3876.00)","(45.00, 3894.00)"
816.25,"(0.00, 3914.50)","(5.00, 3857.50)","(-35.00, 3994.00)","(-34.25, 3815.00)","(13.75, 3960.50)","(59.25, 3876.00)","(44.25, 3896.50)"
816.5,"(0.00, 3917.00)","(4.00, 3859.00)","(-36.00, 3994.00)","(-33.50, 3816.00)","(15.50, 3963.00)","(59.50, 3876.00)","(43.50, 3899.00)"
816.75,"(0.00, 3919.50)","(3.00, 3860.50)","(-37.00, 3994.00)","(-32.75, 3817.00)","(17.25, 3965.50)","(59.75, 3876.00)","(42.75, 3901.50)"
817.0,"(0.00, 3922.00)","(2.00, 3862.00)","(-38.00, 3994.00)","(-32.00, 3818.00)","(19.00, 3968.00)","(60.00, 3876.00)","(42.00, 3904.00)"
817.25,"(0.75, 3923.00)","(2.25, 3864.75)","(-36.75, 3994.50)","(-31.00, 3819.75)","(17.75, 3969.00)","(58.29, 3876.33)","(42.00, 3905.50)"
817.5,"(1.50, 3924.00)","(2.50, 3867.50)","(-35.50, 3995.00)","(-30.00, 3821.50)","(16.50, 3970.00)","(56.59, 3876.66)","(42.00, 3907.00)"
817.75,"(2.25, 3925.00)","(2.75, 3870.25)","(-34.25, 3995.50)","(-29.00, 3823.25)","(15.25, 3971.00)","(54.88, 3877.00)","(42.00, 3908.50)"
818.0,"(3.00, 3926.00)","(3.00, 3873.00)","(-33.00, 3996.00)","(-28.00, 3825.00)","(14.00, 3972.00)","(53.17, 3877.33)","(42.00, 3910.00)"
818.25,"(3.00, 3926.00)","(3.00, 3873.00)","(-33.25, 3996.00)","(-28.00, 3825.00)","(14.00, 3972.00)","(53.76, 3877.30)","(42.00, 3910.00)"
818.5,"(3.00, 3926.00)","(3.00, 3873.00)","(-33.50, 3996.00)","(-28.00, 3825.00)","(14.00, 3972.00)","(54.35, 3877.27)","(42.00, 3910.00)"
818.75,"(3.00, 3926.00)","(3.00, 3873.00)","(-33.75, 3996.00)","(-28.00, 3825.00)","(14.00, 3972.00)","(54.94, 3877.25)","(42.00, 3910.00)"
819.0,"(3.00, 3926.00)","(3.00, 3873.00)","(-34.00, 3996.00)","(-28.00, 3825.00)","(14.00, 3972.00)","(55.53, 3877.22)","(42.00, 3910.00)"
819.25,"(4.50, 3927.00)","(2.75, 3871.25)","(-35.00, 3995.50)","(-29.00, 3826.25)","(14.50, 3973.00)","(54.65, 3878.41)","(42.50, 3911.00)"
819.5,"(6.00, 3928.00)","(2.50, 3869.50)","(-36.00, 3995.00)","(-30.00, 3827.50)","(15.00, 3974.00)","(53.77, 3879.61)","(43.00, 3912.00)"
819.75,"(7.50, 3929.00)","(2.25, 3867.75)","(-37.00, 3994.50)","(-31.00, 3828.75)","(15.50, 3975.00)","(52.88, 3880.80)","(43.50, 3913.00)"
820.0,"(9.00, 3930.00)","(2.00, 3866.00)","(-38.00, 3994.00)","(-32.00, 3830.00)","(16.00, 3976.00)","(52.00, 3882.00)","(44.00, 3914.00)"
820.25,"(9.75, 3931.25)","(3.50, 3870.00)","(-38.00, 3994.00)","(-31.00, 3832.00)","(16.50, 3978.00)","(52.50, 3881.50)","(44.00, 3915.50)"
820.5,"(10.50, 3932.50)","(5.00, 3874.00)","(-38.00, 3994.00)","(-30.00, 3834.00)","(17.00, 3980.00)","(53.00, 3881.00)","(44.00, 3917.00)"
820.75,"(11.25, 3933.75)","(6.50, 3878.00)","(-38.00, 3994.00)","(-29.00, 3836.00)","(17.50, 3982.00)","(53.50, 3880.50)","(44.00, 3918.50)"
821.0,"(12.00, 3935.00)","(8.00, 3882.00)","(-38.00, 3994.00)","(-28.00, 3838.00)","(18.00, 3984.00)","(54.00, 3880.00)","(44.00, 3920.00)"
821.25,"(12.00, 3936.25)","(7.25, 3884.00)","(-38.00, 3994.00)","(-29.50, 3840.50)","(18.00, 3985.00)","(51.50, 3881.00)","(45.33, 3924.92)"
821.5,"(12.00, 3937.50)","(6.50, 3886.00)","(-38.00, 3994.00)","(-31.00, 3843.00)","(18.00, 3986.00)","(49.00, 3882.00)","(46.66, 3929.84)"
821.75,"(12.00, 3938.75)","(5.75, 3888.00)","(-38.00, 3994.00)","(-32.50, 3845.50)","(18.00, 3987.00)","(46.50, 3883.00)","(48.00, 3934.75)"
822.0,"(12.00, 3940.00)","(5.00, 3890.00)","(-38.00, 3994.00)","(-34.00, 3848.00)","(18.00, 3988.00)","(44.00, 3884.00)","(49.33, 3939.67)"
822.25,"(12.25, 3941.50)","(6.25, 3891.00)","(-38.00, 3994.50)","(-35.00, 3851.00)","(17.00, 3990.50)","(44.25, 3884.00)","(51.00, 3946.25)"
822.5,"(12.50, 3943.00)","(7.50, 3892.00)","(-38.00, 3995.00)","(-36.00, 3854.00)","(16.00, 3993.00)","(44.50, 3884.00)","(52.66, 3952.84)"
822.75,"(12.75, 3944.50)","(8.75, 3893.00)","(-38.00, 3995.50)","(-37.00, 3857.00)","(15.00, 3995.50)","(44.75, 3884.00)","(54.33, 3959.42)"
823.0,"(13.00, 3946.00)","(10.00, 3894.00)","(-38.00, 3996.00)","(-38.00, 3860.00)","(14.00, 3998.00)","(45.00, 3884.00)","(56.00, 3966.00)"
823.25,"(14.00, 3948.00)","(11.00, 3896.00)","(-37.00, 3996.00)","(-38.83, 3862.25)","(13.50, 3999.50)","(47.00, 3881.75)","(57.00, 3969.00)"
823.5,"(15.00, 3950.00)","(12.00, 3898.00)","(-36.00, 3996.00)","(-39.66, 3864.50)","(13.00, 4001.00)","(49.00, 3879.50)","(58.00, 3972.00)"
823.75,"(16.00, 3952.00)","(13.00, 3900.00)","(-35.00, 3996.00)","(-40.50, 3866.75)","(12.50, 4002.50)","(51.00, 3877.25)","(59.00, 3975.00)"
824.0,"(17.00, 3954.00)","(14.00, 3902.00)","(-34.00, 3996.00)","(-41.33, 3869.00)","(12.00, 4004.00)","(53.00, 3875.00)","(60.00, 3978.00)"
824.25,"(17.00, 3954.00)","(14.00, 3902.00)","(-34.00, 3996.00)","(-42.50, 3872.75)","(12.00, 4004.00)","(53.00, 3875.00)","(60.00, 3978.00)"
824.5,"(17.00, 3954.00)","(14.00, 3902.00)","(-34.00, 3996.00)","(-43.66, 3876.50)","(12.00, 4004.00)","(53.00, 3875.00)","(60.00, 3978.00)"
824.75,"(17.00, 3954.00)","(14.00, 3902.00)","(-34.00, 3996.00)","(-44.83, 3880.25)","(12.00, 4004.00)","(53.00, 3875.00)","(60.00, 3978.00)"
825.0,"(17.00, 3954.00)","(14.00, 3902.00)","(-34.00, 3996.00)","(-46.00, 3884.00)","(12.00, 4004.00)","(53.00, 3875.00)","(60.00, 3978.00)"
825.25,"(17.50, 3957.00)","(13.50, 3904.25)","(-34.00, 3996.00)","(-48.50, 3888.00)","(12.75, 4005.50)","(52.50, 3875.75)","(61.50, 3982.50)"
825.5,"(18.00, 3960.00)","(13.00, 3906.50)","(-34.00, 3996.00)","(-51.00, 3892.00)","(13.50, 4007.00)","(52.00, 3876.50)","(63.00, 3987.00)"
825.75,"(18.50, 3963.00)","(12.50, 3908.75)","(-34.00, 3996.00)","(-53.50, 3896.00)","(14.25, 4008.50)","(51.50, 3877.25)","(64.50, 3991.50)"
826.0,"(19.00, 3966.00)","(12.00, 3911.00)","(-34.00, 3996.00)","(-56.00, 3900.00)","(15.00, 4010.00)","(51.00, 3878.00)","(66.00, 3996.00)"
826.25,"(19.25, 3967.50)","(11.25, 3911.25)","(-35.00, 3995.50)","(-55.50, 3903.50)","(14.75, 4011.50)","(50.58, 3878.62)","(66.00, 4000.50)"
826.5,"(19.50, 3969.00)","(10.50, 3911.50)","(-36.00, 3995.00)","(-55.00, 3907.00)","(14.50, 4013.00)","(50.16, 3879.25)","(66.00, 4005.00)"
826.75,"(19.75, 3970.50)","(9.75, 3911.75)","(-37.00, 3994.50)","(-54.50, 3910.50)","(14.25, 4014.50)","(49.75, 3879.88)","(66.00, 4009.50)"
827.0,"(20.00, 3972.00)","(9.00, 3912.00)","(-38.00, 3994.00)","(-54.00, 3914.00)","(14.00, 4016.00)","(49.33, 3880.50)","(66.00, 4014.00)"
827.25,"(20.00, 3973.75)","(9.25, 3914.00)","(-37.50, 3994.00)","(-53.75, 3918.00)","(13.50, 4018.00)","(49.00, 3879.88)","(67.00, 4018.00)"
827.5,"(20.00, 3975.50)","(9.50, 3916.00)","(-37.00, 3994.00)","(-53.50, 3922.00)","(13.00, 4020.00)","(48.66, 3879.25)","(68.00, 4022.00)"
827.75,"(20.00, 3977.25)","(9.75, 3918.00)","(-36.50, 3994.00)","(-53.25, 3926.00)","(12.50, 4022.00)","(48.33, 3878.62)","(69.00, 4026.00)"
828.0,"(20.00, 3979.00)","(10.00, 3920.00)","(-36.00, 3994.00)","(-53.00, 3930.00)","(12.00, 4024.00)","(48.00, 3878.00)","(70.00, 4030.00)"
828.25,"(19.75, 3980.75)","(12.00, 3923.25)","(-36.00, 3994.00)","(-52.75, 3933.00)","(12.00, 4025.50)","(48.25, 3878.50)","(67.58, 4031.25)"
828.5,"(19.50, 3982.50)","(14.00, 3926.50)","(-36.00, 3994.00)","(-52.50, 3936.00)","(12.00, 4027.00)","(48.50, 3879.00)","(65.16, 4032.50)"
828.75,"(19.25, 3984.25)","(16.00, 3929.75)","(-36.00, 3994.00)","(-52.25, 3939.00)","(12.00, 4028.50)","(48.75, 3879.50)","(62.75, 4033.75)"
829.0,"(19.00, 3986.00)","(18.00, 3933.00)","(-36.00, 3994.00)","(-52.00, 3942.00)","(12.00, 4030.00)","(49.00, 3880.00)","(60.33, 4035.00)"
829.25,"(19.75, 3987.50)","(18.00, 3934.25)","(-36.25, 3994.50)","(-53.00, 3945.00)","(11.50, 4032.00)","(48.75, 3880.00)","(57.50, 4041.25)"
829.5,"(20.50, 3989.00)","(18.00, 3935.50)","(-36.50, 3995.00)","(-54.00, 3948.00)","(11.00, 4034.00)","(48.50, 3880.00)","(54.66, 4047.50)"
829.75,"(21.25, 3990.50)","(18.00, 3936.75)","(-36.75, 3995.50)","(-55.00, 3951.00)","(10.50, 4036.00)","(48.25, 3880.00)","(51.83, 4053.75)"
830.0,"(22.00, 3992.00)","(18.00, 3938.00)","(-37.00, 3996.00)","(-56.00, 3954.00)","(10.00, 4038.00)","(48.00, 3880.00)","(49.00, 4060.00)"
830.25,"(22.00, 3992.00)","(18.00, 3938.00)","(-36.50, 3996.00)","(-56.00, 3954.00)","(10.00, 4038.00)","(48.00, 3880.00)","(49.00, 4060.00)"
830.5,"(22.00, 3992.00)","(18.00, 3938.00)","(-36.00, 3996.00)","(-56.00, 3954.00)","(10.00, 4038.00)","(48.00, 3880.00)","(49.00, 4060.00)"
830.75,"(22.00, 3992.00)","(18.00, 3938.00)","(-35.50, 3996.00)","(-56.00, 3954.00)","(10.00, 4038.00)","(48.00, 3880.00)","(49.00, 4060.00)"
831.0,"(22.00, 3992.00)","(18.00, 3938.00)","(-35.00, 3996.00)","(-56.00, 3954.00)","(10.00, 4038.00)","(48.00, 3880.00)","(49.00, 4060.00)"
831.25,"(20.25, 3993.00)","(17.00, 3939.50)","(-34.75, 3998.00)","(-56.00, 3958.50)","(8.75, 4039.50)","(48.50, 3881.50)","(50.25, 4062.50)"
831.5,"(18.50, 3994.00)","(16.00, 3941.00)","(-34.50, 4000.00)","(-56.00, 3963.00)","(7.50, 4041.00)","(49.00, 3883.00)","(51.50, 4065.00)"
831.75,"(16.75, 3995.00)","(15.00, 3942.50)","(-34.25, 4002.00)","(-56.00, 3967.50)","(6.25, 4042.50)","(49.50, 3884.50)","(52.75, 4067.50)"
832.0,"(15.00, 3996.00)","(14.00, 3944.00)","(-34.00, 4004.00)","(-56.00, 3972.00)","(5.00, 4044.00)","(50.00, 3886.00)","(54.00, 4070.00)"
832.25,"(15.25, 3998.00)","(13.75, 3945.50)","(-35.00, 4004.00)","(-54.50, 3973.50)","(5.00, 4045.50)","(50.00, 3888.00)","(55.00, 4071.00)"
832.5,"(15.50, 4000.00)","(13.50, 3947.00)","(-36.00, 4004.00)","(-53.00, 3975.00)","(5.00, 4047.00)","(50.00, 3890.00)","(56.00, 4072.00)"
832.75,"(15.75, 4002.00)","(13.25, 3948.50)","(-37.00, 4004.00)","(-51.50, 3976.50)","(5.00, 4048.50)","(50.00, 3892.00)","(57.00, 4073.00)"
833.0,"(16.00, 4004.00)","(13.00, 3950.00)","(-38.00, 4004.00)","(-50.00, 3978.00)","(5.00, 4050.00)","(50.00, 3894.00)","(58.00, 4074.00)"
833.25,"(17.00, 4005.50)","(14.75, 3951.50)","(-36.25, 4005.25)","(-50.00, 3979.00)","(5.25, 4052.00)","(51.50, 3895.00)","(58.00, 4074.50)"
833.5,"(18.00, 4007.00)","(16.50, 3953.00)","(-34.50, 4006.50)","(-50.00, 3980.00)","(5.50, 4054.00)","(53.00, 3896.00)","(58.00, 4075.00)"
833.75,"(19.00, 4008.50)","(18.25, 3954.50)","(-32.75, 4007.75)","(-50.00, 3981.00)","(5.75, 4056.00)","(54.50, 3897.00)","(58.00, 4075.50)"
834.0,"(20.00, 4010.00)","(20.00, 3956.00)","(-31.00, 4009.00)","(-50.00, 3982.00)","(6.00, 4058.00)","(56.00, 3898.00)","(58.00, 4076.00)"
834.25,"(18.00, 4012.00)","(19.50, 3956.00)","(-30.75, 4010.25)","(-49.00, 3982.00)","(4.50, 4059.50)","(54.25, 3900.75)","(58.00, 4076.00)"
834.5,"(16.00, 4014.00)","(19.00, 3956.00)","(-30.50, 4011.50)","(-48.00, 3982.00)","(3.00, 4061.00)","(52.50, 3903.50)","(58.00, 4076.00)"
834.75,"(14.00, 4016.00)","(18.50, 3956.00)","(-30.25, 4012.75)","(-47.00, 3982.00)","(1.50, 4062.50)","(50.75, 3906.25)","(58.00, 4076.00)"
835.0,"(12.00, 4018.00)","(18.00, 3956.00)","(-30.00, 4014.00)","(-46.00, 3982.00)","(0.00, 4064.00)","(49.00, 3909.00)","(58.00, 4076.00)"
835.25,"(11.50, 4019.25)","(17.75, 3958.75)","(-31.00, 4014.00)","(-45.00, 3982.00)","(1.00, 4066.00)","(49.00, 3909.62)","(58.50, 4076.50)"
835.5,"(11.00, 4020.50)","(17.50, 3961.50)","(-32.00, 4014.00)","(-44.00, 3982.00)","(2.00, 4068.00)","(49.00, 3910.25)","(59.00, 4077.00)"
835.75,"(10.50, 4021.75)","(17.25, 3964.25)","(-33.00, 4014.00)","(-43.00, 3982.00)","(3.00, 4070.00)","(49.00, 3910.88)","(59.50, 4077.50)"
836.0,"(10.00, 4023.00)","(17.00, 3967.00)","(-34.00, 4014.00)","(-42.00, 3982.00)","(4.00, 4072.00)","(49.00, 3911.50)","(60.00, 4078.00)"
836.25,"(10.00, 4023.00)","(17.00, 3967.00)","(-34.00, 4014.00)","(-42.00, 3982.00)","(4.00, 4072.00)","(48.25, 3913.12)","(60.00, 4078.00)"
836.5,"(10.00, 4023.00)","(17.00, 3967.00)","(-34.00, 4014.00)","(-42.00, 3982.00)","(4.00, 4072.00)","(47.50, 3914.75)","(60.00, 4078.00)"
836.75,"(10.00, 4023.00)","(17.00, 3967.00)","(-34.00, 4014.00)","(-42.00, 3982.00)","(4.00, 4072.00)","(46.75, 3916.38)","(60.00, 4078.00)"
837.0,"(10.00, 4023.00)","(17.00, 3967.00)","(-34.00, 4014.00)","(-42.00, 3982.00)","(4.00, 4072.00)","(46.00, 3918.00)","(60.00, 4078.00)"
837.25,"(11.00, 4024.25)","(18.25, 3968.25)","(-33.00, 4015.50)","(-41.50, 3982.00)","(4.25, 4072.75)","(46.25, 3921.50)","(60.00, 4078.00)"
837.5,"(12.00, 4025.50)","(19.50, 3969.50)","(-32.00, 4017.00)","(-41.00, 3982.00)","(4.50, 4073.50)","(46.50, 3925.00)","(60.00, 4078.00)"
837.75,"(13.00, 4026.75)","(20.75, 3970.75)","(-31.00, 4018.50)","(-40.50, 3982.00)","(4.75, 4074.25)","(46.75, 3928.50)","(60.00, 4078.00)"
838.0,"(14.00, 4028.00)","(22.00, 3972.00)","(-30.00, 4020.00)","(-40.00, 3982.00)","(5.00, 4075.00)","(47.00, 3932.00)","(60.00, 4078.00)"
838.25,"(14.00, 4028.00)","(22.00, 3972.00)","(-30.00, 4020.00)","(-40.00, 3982.00)","(5.00, 4075.00)","(47.00, 3932.00)","(59.50, 4078.00)"
838.5,"(14.00, 4028.00)","(22.00, 3972.00)","(-30.00, 4020.00)","(-40.00, 3982.00)","(5.00, 4075.00)","(47.00, 3932.00)","(59.00, 4078.00)"
838.75,"(14.00, 4028.00)","(22.00, 3972.00)","(-30.00, 4020.00)","(-40.00, 3982.00)","(5.00, 4075.00)","(47.00, 3932.00)","(58.50, 4078.00)"
839.0,"(14.00, 4028.00)","(22.00, 3972.00)","(-30.00, 4020.00)","(-40.00, 3982.00)","(5.00, 4075.00)","(47.00, 3932.00)","(58.00, 4078.00)"
839.25,"(13.25, 4030.25)","(21.25, 3973.75)","(-31.00, 4023.00)","(-39.50, 3982.00)","(4.75, 4076.50)","(47.00, 3934.00)","(57.00, 4078.00)"
839.5,"(12.50, 4032.50)","(20.50, 3975.50)","(-32.00, 4026.00)","(-39.00, 3982.00)","(4.50, 4078.00)","(47.00, 3936.00)","(56.00, 4078.00)"
839.75,"(11.75, 4034.75)","(19.75, 3977.25)","(-33.00, 4029.00)","(-38.50, 3982.00)","(4.25, 4079.50)","(47.00, 3938.00)","(55.00, 4078.00)"
840.0,"(11.00, 4037.00)","(19.00, 3979.00)","(-34.00, 4032.00)","(-38.00, 3982.00)","(4.00, 4081.00)","(47.00, 3940.00)","(54.00, 4078.00)"
