Frame,middle,rear,left_front,left_hind,head,right_hind,right_front
195.0,"(-4.00, 900.00)","(16.00, 854.00)","(-49.00, 966.00)","(-38.00, 804.00)","(6.00, 942.00)","(70.00, 848.00)","(33.00, 890.00)"
195.25,"(-4.00, 900.00)","(16.00, 854.00)","(-49.00, 966.00)","(-38.00, 804.00)","(6.00, 942.00)","(70.00, 848.00)","(33.00, 890.00)"
195.5,"(-4.00, 900.00)","(16.00, 854.00)","(-49.00, 966.00)","(-38.00, 804.00)","(6.00, 942.00)","(70.00, 848.00)","(33.00, 890.00)"
195.75,"(-4.00, 900.00)","(16.00, 854.00)","(-49.00, 966.00)","(-38.00, 804.00)","(6.00, 942.00)","(70.00, 848.00)","(33.00, 890.00)"
196.0,"(-4.00, 900.00)","(16.00, 854.00)","(-49.00, 966.00)","(-38.00, 804.00)","(6.00, 942.00)","(70.00, 848.00)","(33.00, 890.00)"
196.25,"(-3.00, 901.25)","(15.50, 853.50)","(-48.25, 969.00)","(-38.00, 804.50)","(7.25, 943.50)","(71.50, 851.50)","(31.25, 890.00)"
196.5,"(-2.00, 902.50)","(15.00, 853.00)","(-47.50, 972.00)","(-38.00, 805.00)","(8.50, 945.00)","(73.00, 855.00)","(29.50, 890.00)"
196.75,"(-1.00, 903.75)","(14.50, 852.50)","(-46.75, 975.00)","(-38.00, 805.50)","(9.75, 946.50)","(74.50, 858.50)","(27.75, 890.00)"
197.0,"(0.00, 905.00)","(14.00, 852.00)","(-46.00, 978.00)","(-38.00, 806.00)","(11.00, 948.00)","(76.00, 862.00)","(26.00, 890.00)"
197.25,"(-1.50, 906.25)","(13.25, 854.00)","(-44.50, 980.25)","(-37.00, 806.50)","(11.00, 949.25)","(73.25, 863.38)","(26.00, 892.00)"
197.5,"(-3.00, 907.50)","(12.50, 856.00)","(-43.00, 982.50)","(-36.00, 807.00)","(11.00, 950.50)","(70.50, 864.75)","(26.00, 894.00)"
197.75,"(-4.50, 908.75)","(11.75, 858.00)","(-41.50, 984.75)","(-35.00, 807.50)","(11.00, 951.75)","(67.75, 866.12)","(26.00, 896.00)"
198.0,"(-6.00, 910.00)","(11.00, 860.00)","(-40.00, 987.00)","(-34.00, 808.00)","(11.00, 953.00)","(65.00, 867.50)","(26.00, 898.00)"
198.25,"(-5.50, 910.50)","(7.75, 858.00)","(-39.50, 989.25)","(-35.00, 807.50)","(10.00, 953.75)","(64.75, 871.12)","(28.92, 898.08)"
198.5,"(-5.00, 911.00)","(4.50, 856.00)","(-39.00, 991.50)","(-36.00, 807.00)","(9.00, 954.50)","(64.50, 874.75)","(31.84, 898.16)"
198.75,"(-4.50, 911.50)","(1.25, 854.00)","(-38.50, 993.75)","(-37.00, 806.50)","(8.00, 955.25)","(64.25, 878.38)","(34.75, 898.25)"
199.0,"(-4.00, 912.00)","(-2.00, 852.00)","(-38.00, 996.00)","(-38.00, 806.00)","(7.00, 956.00)","(64.00, 882.00)","(37.67, 898.33)"
199.25,"(-3.00, 913.25)","(-1.00, 852.50)","(-37.00, 997.75)","(-37.50, 808.50)","(8.25, 957.75)","(63.00, 882.75)","(40.25, 899.75)"
199.5,"(-2.00, 914.50)","(0.00, 853.00)","(-36.00, 999.50)","(-37.00, 811.00)","(9.50, 959.50)","(62.00, 883.50)","(42.84, 901.16)"
199.75,"(-1.00, 915.75)","(1.00, 853.50)","(-35.00, 1001.25)","(-36.50, 813.50)","(10.75, 961.25)","(61.00, 884.25)","(45.42, 902.58)"
200.0,"(0.00, 917.00)","(2.00, 854.00)","(-34.00, 1003.00)","(-36.00, 816.00)","(12.00, 963.00)","(60.00, 885.00)","(48.00, 904.00)"
200.25,"(0.00, 918.25)","(3.00, 857.00)","(-34.00, 1003.25)","(-35.75, 818.00)","(12.00, 964.25)","(59.75, 885.25)","(47.25, 904.00)"
200.5,"(0.00, 919.50)","(4.00, 860.00)","(-34.00, 1003.50)","(-35.50, 820.00)","(12.00, 965.50)","(59.50, 885.50)","(46.50, 904.00)"
200.75,"(0.00, 920.75)","(5.00, 863.00)","(-34.00, 1003.75)","(-35.25, 822.00)","(12.00, 966.75)","(59.25, 885.75)","(45.75, 904.00)"
201.0,"(0.00, 922.00)","(6.00, 866.00)","(-34.00, 1004.00)","(-35.00, 824.00)","(12.00, 968.00)","(59.00, 886.00)","(45.00, 904.00)"
201.25,"(0.00, 924.50)","(5.00, 867.50)","(-35.00, 1004.00)","(-34.25, 825.00)","(13.75, 970.50)","(59.25, 886.00)","(44.25, 906.50)"
201.5,"(0.00, 927.00)","(4.00, 869.00)","(-36.00, 1004.00)","(-33.50, 826.00)","(15.50, 973.00)","(59.50, 886.00)","(43.50, 909.00)"
201.75,"(0.00, 929.50)","(3.00, 870.50)","(-37.00, 1004.00)","(-32.75, 827.00)","(17.25, 975.50)","(59.75, 886.00)","(42.75, 911.50)"
202.0,"(0.00, 932.00)","(2.00, 872.00)","(-38.00, 1004.00)","(-32.00, 828.00)","(19.00, 978.00)","(60.00, 886.00)","(42.00, 914.00)"
202.25,"(0.75, 933.00)","(2.25, 874.75)","(-36.75, 1004.50)","(-31.00, 829.75)","(17.75, 979.00)","(58.29, 886.33)","(42.00, 915.50)"
202.5,"(1.50, 934.00)","(2.50, 877.50)","(-35.50, 1005.00)","(-30.00, 831.50)","(16.50, 980.00)","(56.59, 886.66)","(42.00, 917.00)"
202.75,"(2.25, 935.00)","(2.75, 880.25)","(-34.25, 1005.50)","(-29.00, 833.25)","(15.25, 981.00)","(54.88, 887.00)","(42.00, 918.50)"
203.0,"(3.00, 936.00)","(3.00, 883.00)","(-33.00, 1006.00)","(-28.00, 835.00)","(14.00, 982.00)","(53.17, 887.33)","(42.00, 920.00)"
203.25,"(3.00, 936.00)","(3.00, 883.00)","(-33.25, 1006.00)","(-28.00, 835.00)","(14.00, 982.00)","(53.76, 887.30)","(42.00, 920.00)"
203.5,"(3.00, 936.00)","(3.00, 883.00)","(-33.50, 1006.00)","(-28.00, 835.00)","(14.00, 982.00)","(54.35, 887.28)","(42.00, 920.00)"
203.75,"(3.00, 936.00)","(3.00, 883.00)","(-33.75, 1006.00)","(-28.00, 835.00)","(14.00, 982.00)","(54.94, 887.25)","(42.00, 920.00)"
204.0,"(3.00, 936.00)","(3.00, 883.00)","(-34.00, 1006.00)","(-28.00, 835.00)","(14.00, 982.00)","(55.53, 887.22)","(42.00, 920.00)"
204.25,"(4.50, 937.00)","(2.75, 881.25)","(-35.00, 1005.50)","(-29.00, 836.25)","(14.50, 983.00)","(54.65, 888.41)","(42.50, 921.00)"
204.5,"(6.00, 938.00)","(2.50, 879.50)","(-36.00, 1005.00)","(-30.00, 837.50)","(15.00, 984.00)","(53.77, 889.61)","(43.00, 922.00)"
204.75,"(7.50, 939.00)","(2.25, 877.75)","(-37.00, 1004.50)","(-31.00, 838.75)","(15.50, 985.00)","(52.88, 890.81)","(43.50, 923.00)"
205.0,"(9.00, 940.00)","(2.00, 876.00)","(-38.00, 1004.00)","(-32.00, 840.00)","(16.00, 986.00)","(52.00, 892.00)","(44.00, 924.00)"
205.25,"(9.75, 941.25)","(3.50, 880.00)","(-38.00, 1004.00)","(-31.00, 842.00)","(16.50, 988.00)","(52.50, 891.50)","(44.00, 925.50)"
205.5,"(10.50, 942.50)","(5.00, 884.00)","(-38.00, 1004.00)","(-30.00, 844.00)","(17.00, 990.00)","(53.00, 891.00)","(44.00, 927.00)"
205.75,"(11.25, 943.75)","(6.50, 888.00)","(-38.00, 1004.00)","(-29.00, 846.00)","(17.50, 992.00)","(53.50, 890.50)","(44.00, 928.50)"
206.0,"(12.00, 945.00)","(8.00, 892.00)","(-38.00, 1004.00)","(-28.00, 848.00)","(18.00, 994.00)","(54.00, 890.00)","(44.00, 930.00)"
206.25,"(12.00, 946.25)","(7.25, 894.00)","(-38.00, 1004.00)","(-29.50, 850.50)","(18.00, 995.00)","(51.50, 891.00)","(45.33, 934.92)"
206.5,"(12.00, 947.50)","(6.50, 896.00)","(-38.00, 1004.00)","(-31.00, 853.00)","(18.00, 996.00)","(49.00, 892.00)","(46.66, 939.84)"
206.75,"(12.00, 948.75)","(5.75, 898.00)","(-38.00, 1004.00)","(-32.50, 855.50)","(18.00, 997.00)","(46.50, 893.00)","(48.00, 944.75)"
207.0,"(12.00, 950.00)","(5.00, 900.00)","(-38.00, 1004.00)","(-34.00, 858.00)","(18.00, 998.00)","(44.00, 894.00)","(49.33, 949.67)"
207.25,"(12.25, 951.50)","(6.25, 901.00)","(-38.00, 1004.50)","(-35.00, 861.00)","(17.00, 1000.50)","(44.25, 894.00)","(51.00, 956.25)"
207.5,"(12.50, 953.00)","(7.50, 902.00)","(-38.00, 1005.00)","(-36.00, 864.00)","(16.00, 1003.00)","(44.50, 894.00)","(52.66, 962.84)"
207.75,"(12.75, 954.50)","(8.75, 903.00)","(-38.00, 1005.50)","(-37.00, 867.00)","(15.00, 1005.50)","(44.75, 894.00)","(54.33, 969.42)"
208.0,"(13.00, 956.00)","(10.00, 904.00)","(-38.00, 1006.00)","(-38.00, 870.00)","(14.00, 1008.00)","(45.00, 894.00)","(56.00, 976.00)"
208.25,"(14.00, 958.00)","(11.00, 906.00)","(-37.00, 1006.00)","(-38.83, 872.25)","(13.50, 1009.50)","(47.00, 891.75)","(57.00, 979.00)"
208.5,"(15.00, 960.00)","(12.00, 908.00)","(-36.00, 1006.00)","(-39.66, 874.50)","(13.00, 1011.00)","(49.00, 889.50)","(58.00, 982.00)"
208.75,"(16.00, 962.00)","(13.00, 910.00)","(-35.00, 1006.00)","(-40.50, 876.75)","(12.50, 1012.50)","(51.00, 887.25)","(59.00, 985.00)"
209.0,"(17.00, 964.00)","(14.00, 912.00)","(-34.00, 1006.00)","(-41.33, 879.00)","(12.00, 1014.00)","(53.00, 885.00)","(60.00, 988.00)"
209.25,"(17.00, 964.00)","(14.00, 912.00)","(-34.00, 1006.00)","(-42.50, 882.75)","(12.00, 1014.00)","(53.00, 885.00)","(60.00, 988.00)"
209.5,"(17.00, 964.00)","(14.00, 912.00)","(-34.00, 1006.00)","(-43.66, 886.50)","(12.00, 1014.00)","(53.00, 885.00)","(60.00, 988.00)"
209.75,"(17.00, 964.00)","(14.00, 912.00)","(-34.00, 1006.00)","(-44.83, 890.25)","(12.00, 1014.00)","(53.00, 885.00)","(60.00, 988.00)"
210.0,"(17.00, 964.00)","(14.00, 912.00)","(-34.00, 1006.00)","(-46.00, 894.00)","(12.00, 1014.00)","(53.00, 885.00)","(60.00, 988.00)"
210.25,"(17.50, 967.00)","(13.50, 914.25)","(-34.00, 1006.00)","(-48.50, 898.00)","(12.75, 1015.50)","(52.50, 885.75)","(61.50, 992.50)"
210.5,"(18.00, 970.00)","(13.00, 916.50)","(-34.00, 1006.00)","(-51.00, 902.00)","(13.50, 1017.00)","(52.00, 886.50)","(63.00, 997.00)"
210.75,"(18.50, 973.00)","(12.50, 918.75)","(-34.00, 1006.00)","(-53.50, 906.00)","(14.25, 1018.50)","(51.50, 887.25)","(64.50, 1001.50)"
211.0,"(19.00, 976.00)","(12.00, 921.00)","(-34.00, 1006.00)","(-56.00, 910.00)","(15.00, 1020.00)","(51.00, 888.00)","(66.00, 1006.00)"
211.25,"(19.25, 977.50)","(11.25, 921.25)","(-35.00, 1005.50)","(-55.50, 913.50)","(14.75, 1021.50)","(50.58, 888.62)","(66.00, 1010.50)"
211.5,"(19.50, 979.00)","(10.50, 921.50)","(-36.00, 1005.00)","(-55.00, 917.00)","(14.50, 1023.00)","(50.16, 889.25)","(66.00, 1015.00)"
211.75,"(19.75, 980.50)","(9.75, 921.75)","(-37.00, 1004.50)","(-54.50, 920.50)","(14.25, 1024.50)","(49.75, 889.88)","(66.00, 1019.50)"
212.0,"(20.00, 982.00)","(9.00, 922.00)","(-38.00, 1004.00)","(-54.00, 924.00)","(14.00, 1026.00)","(49.33, 890.50)","(66.00, 1024.00)"
212.25,"(20.00, 983.75)","(9.25, 924.00)","(-37.50, 1004.00)","(-53.75, 928.00)","(13.50, 1028.00)","(49.00, 889.88)","(67.00, 1028.00)"
212.5,"(20.00, 985.50)","(9.50, 926.00)","(-37.00, 1004.00)","(-53.50, 932.00)","(13.00, 1030.00)","(48.66, 889.25)","(68.00, 1032.00)"
212.75,"(20.00, 987.25)","(9.75, 928.00)","(-36.50, 1004.00)","(-53.25, 936.00)","(12.50, 1032.00)","(48.33, 888.62)","(69.00, 1036.00)"
213.0,"(20.00, 989.00)","(10.00, 930.00)","(-36.00, 1004.00)","(-53.00, 940.00)","(12.00, 1034.00)","(48.00, 888.00)","(70.00, 1040.00)"
213.25,"(19.75, 990.75)","(12.00, 933.25)","(-36.00, 1004.00)","(-52.75, 943.00)","(12.00, 1035.50)","(48.25, 888.50)","(67.58, 1041.25)"
213.5,"(19.50, 992.50)","(14.00, 936.50)","(-36.00, 1004.00)","(-52.50, 946.00)","(12.00, 1037.00)","(48.50, 889.00)","(65.16, 1042.50)"
213.75,"(19.25, 994.25)","(16.00, 939.75)","(-36.00, 1004.00)","(-52.25, 949.00)","(12.00, 1038.50)","(48.75, 889.50)","(62.75, 1043.75)"
214.0,"(19.00, 996.00)","(18.00, 943.00)","(-36.00, 1004.00)","(-52.00, 952.00)","(12.00, 1040.00)","(49.00, 890.00)","(60.33, 1045.00)"
214.25,"(19.75, 997.50)","(18.00, 944.25)","(-36.25, 1004.50)","(-53.00, 955.00)","(11.50, 1042.00)","(48.75, 890.00)","(57.50, 1051.25)"
214.5,"(20.50, 999.00)","(18.00, 945.50)","(-36.50, 1005.00)","(-54.00, 958.00)","(11.00, 1044.00)","(48.50, 890.00)","(54.66, 1057.50)"
214.75,"(21.25, 1000.50)","(18.00, 946.75)","(-36.75, 1005.50)","(-55.00, 961.00)","(10.50, 1046.00)","(48.25, 890.00)","(51.83, 1063.75)"
215.0,"(22.00, 1002.00)","(18.00, 948.00)","(-37.00, 1006.00)","(-56.00, 964.00)","(10.00, 1048.00)","(48.00, 890.00)","(49.00, 1070.00)"
215.25,"(22.00, 1002.00)","(18.00, 948.00)","(-36.50, 1006.00)","(-56.00, 964.00)","(10.00, 1048.00)","(48.00, 890.00)","(49.00, 1070.00)"
215.5,"(22.00, 1002.00)","(18.00, 948.00)","(-36.00, 1006.00)","(-56.00, 964.00)","(10.00, 1048.00)","(48.00, 890.00)","(49.00, 1070.00)"
215.75,"(22.00, 1002.00)","(18.00, 948.00)","(-35.50, 1006.00)","(-56.00, 964.00)","(10.00, 1048.00)","(48.00, 890.00)","(49.00, 1070.00)"
216.0,"(22.00, 1002.00)","(18.00, 948.00)","(-35.00, 1006.00)","(-56.00, 964.00)","(10.00, 1048.00)","(48.00, 890.00)","(49.00, 1070.00)"
216.25,"(20.25, 1003.00)","(17.00, 949.50)","(-34.75, 1008.00)","(-56.00, 968.50)","(8.75, 1049.50)","(48.50, 891.50)","(50.25, 1072.50)"
216.5,"(18.50, 1004.00)","(16.00, 951.00)","(-34.50, 1010.00)","(-56.00, 973.00)","(7.50, 1051.00)","(49.00, 893.00)","(51.50, 1075.00)"
216.75,"(16.75, 1005.00)","(15.00, 952.50)","(-34.25, 1012.00)","(-56.00, 977.50)","(6.25, 1052.50)","(49.50, 894.50)","(52.75, 1077.50)"
217.0,"(15.00, 1006.00)","(14.00, 954.00)","(-34.00, 1014.00)","(-56.00, 982.00)","(5.00, 1054.00)","(50.00, 896.00)","(54.00, 1080.00)"
217.25,"(15.25, 1008.00)","(13.75, 955.50)","(-35.00, 1014.00)","(-54.50, 983.50)","(5.00, 1055.50)","(50.00, 898.00)","(55.00, 1081.00)"
217.5,"(15.50, 1010.00)","(13.50, 957.00)","(-36.00, 1014.00)","(-53.00, 985.00)","(5.00, 1057.00)","(50.00, 900.00)","(56.00, 1082.00)"
217.75,"(15.75, 1012.00)","(13.25, 958.50)","(-37.00, 1014.00)","(-51.50, 986.50)","(5.00, 1058.50)","(50.00, 902.00)","(57.00, 1083.00)"
218.0,"(16.00, 1014.00)","(13.00, 960.00)","(-38.00, 1014.00)","(-50.00, 988.00)","(5.00, 1060.00)","(50.00, 904.00)","(58.00, 1084.00)"
218.25,"(17.00, 1015.50)","(14.75, 961.50)","(-36.25, 1015.25)","(-50.00, 989.00)","(5.25, 1062.00)","(51.50, 905.00)","(58.00, 1084.50)"
218.5,"(18.00, 1017.00)","(16.50, 963.00)","(-34.50, 1016.50)","(-50.00, 990.00)","(5.50, 1064.00)","(53.00, 906.00)","(58.00, 1085.00)"
218.75,"(19.00, 1018.50)","(18.25, 964.50)","(-32.75, 1017.75)","(-50.00, 991.00)","(5.75, 1066.00)","(54.50, 907.00)","(58.00, 1085.50)"
219.0,"(20.00, 1020.00)","(20.00, 966.00)","(-31.00, 1019.00)","(-50.00, 992.00)","(6.00, 1068.00)","(56.00, 908.00)","(58.00, 1086.00)"
219.25,"(18.00, 1022.00)","(19.50, 966.00)","(-30.75, 1020.25)","(-49.00, 992.00)","(4.50, 1069.50)","(54.25, 910.75)","(58.00, 1086.00)"
219.5,"(16.00, 1024.00)","(19.00, 966.00)","(-30.50, 1021.50)","(-48.00, 992.00)","(3.00, 1071.00)","(52.50, 913.50)","(58.00, 1086.00)"
219.75,"(14.00, 1026.00)","(18.50, 966.00)","(-30.25, 1022.75)","(-47.00, 992.00)","(1.50, 1072.50)","(50.75, 916.25)","(58.00, 1086.00)"
220.0,"(12.00, 1028.00)","(18.00, 966.00)","(-30.00, 1024.00)","(-46.00, 992.00)","(0.00, 1074.00)","(49.00, 919.00)","(58.00, 1086.00)"
220.25,"(11.50, 1029.25)","(17.75, 968.75)","(-31.00, 1024.00)","(-45.00, 992.00)","(1.00, 1076.00)","(49.00, 919.62)","(58.50, 1086.50)"
220.5,"(11.00, 1030.50)","(17.50, 971.50)","(-32.00, 1024.00)","(-44.00, 992.00)","(2.00, 1078.00)","(49.00, 920.25)","(59.00, 1087.00)"
220.75,"(10.50, 1031.75)","(17.25, 974.25)","(-33.00, 1024.00)","(-43.00, 992.00)","(3.00, 1080.00)","(49.00, 920.88)","(59.50, 1087.50)"
221.0,"(10.00, 1033.00)","(17.00, 977.00)","(-34.00, 1024.00)","(-42.00, 992.00)","(4.00, 1082.00)","(49.00, 921.50)","(60.00, 1088.00)"
221.25,"(10.00, 1033.00)","(17.00, 977.00)","(-34.00, 1024.00)","(-42.00, 992.00)","(4.00, 1082.00)","(48.25, 923.12)","(60.00, 1088.00)"
221.5,"(10.00, 1033.00)","(17.00, 977.00)","(-34.00, 1024.00)","(-42.00, 992.00)","(4.00, 1082.00)","(47.50, 924.75)","(60.00, 1088.00)"
221.75,"(10.00, 1033.00)","(17.00, 977.00)","(-34.00, 1024.00)","(-42.00, 992.00)","(4.00, 1082.00)","(46.75, 926.38)","(60.00, 1088.00)"
222.0,"(10.00, 1033.00)","(17.00, 977.00)","(-34.00, 1024.00)","(-42.00, 992.00)","(4.00, 1082.00)","(46.00, 928.00)","(60.00, 1088.00)"
222.25,"(11.00, 1034.25)","(18.25, 978.25)","(-33.00, 1025.50)","(-41.50, 992.00)","(4.25, 1082.75)","(46.25, 931.50)","(60.00, 1088.00)"
222.5,"(12.00, 1035.50)","(19.50, 979.50)","(-32.00, 1027.00)","(-41.00, 992.00)","(4.50, 1083.50)","(46.50, 935.00)","(60.00, 1088.00)"
222.75,"(13.00, 1036.75)","(20.75, 980.75)","(-31.00, 1028.50)","(-40.50, 992.00)","(4.75, 1084.25)","(46.75, 938.50)","(60.00, 1088.00)"
223.0,"(14.00, 1038.00)","(22.00, 982.00)","(-30.00, 1030.00)","(-40.00, 992.00)","(5.00, 1085.00)","(47.00, 942.00)","(60.00, 1088.00)"
223.25,"(14.00, 1038.00)","(22.00, 982.00)","(-30.00, 1030.00)","(-40.00, 992.00)","(5.00, 1085.00)","(47.00, 942.00)","(59.50, 1088.00)"
223.5,"(14.00, 1038.00)","(22.00, 982.00)","(-30.00, 1030.00)","(-40.00, 992.00)","(5.00, 1085.00)","(47.00, 942.00)","(59.00, 1088.00)"
223.75,"(14.00, 1038.00)","(22.00, 982.00)","(-30.00, 1030.00)","(-40.00, 992.00)","(5.00, 1085.00)","(47.00, 942.00)","(58.50, 1088.00)"
224.0,"(14.00, 1038.00)","(22.00, 982.00)","(-30.00, 1030.00)","(-40.00, 992.00)","(5.00, 1085.00)","(47.00, 942.00)","(58.00, 1088.00)"
224.25,"(13.25, 1040.25)","(21.25, 983.75)","(-31.00, 1033.00)","(-39.50, 992.00)","(4.75, 1086.50)","(47.00, 944.00)","(57.00, 1088.00)"
224.5,"(12.50, 1042.50)","(20.50, 985.50)","(-32.00, 1036.00)","(-39.00, 992.00)","(4.50, 1088.00)","(47.00, 946.00)","(56.00, 1088.00)"
224.75,"(11.75, 1044.75)","(19.75, 987.25)","(-33.00, 1039.00)","(-38.50, 992.00)","(4.25, 1089.50)","(47.00, 948.00)","(55.00, 1088.00)"
225.0,"(11.00, 1047.00)","(19.00, 989.00)","(-34.00, 1042.00)","(-38.00, 992.00)","(4.00, 1091.00)","(47.00, 950.00)","(54.00, 1088.00)"
225.25,"(10.25, 1047.75)","(18.25, 990.75)","(-35.50, 1045.75)","(-38.25, 992.00)","(2.00, 1092.25)","(47.79, 952.83)","(53.25, 1088.00)"
225.5,"(9.50, 1048.50)","(17.50, 992.50)","(-37.00, 1049.50)","(-38.50, 992.00)","(0.00, 1093.50)","(48.59, 955.66)","(52.50, 1088.00)"
225.75,"(8.75, 1049.25)","(16.75, 994.25)","(-38.50, 1053.25)","(-38.75, 992.00)","(-2.00, 1094.75)","(49.38, 958.50)","(51.75, 1088.00)"
226.0,"(8.00, 1050.00)","(16.00, 996.00)","(-40.00, 1057.00)","(-39.00, 992.00)","(-4.00, 1096.00)","(50.17, 961.33)","(51.00, 1088.00)"
226.25,"(9.00, 1051.50)","(16.50, 997.17)","(-41.50, 1060.00)","(-38.75, 992.00)","(-4.00, 1097.00)","(51.13, 964.00)","(50.25, 1088.00)"
226.5,"(10.00, 1053.00)","(17.00, 998.34)","(-43.00, 1063.00)","(-38.50, 992.00)","(-4.00, 1098.00)","(52.09, 966.66)","(49.50, 1088.00)"
226.75,"(11.00, 1054.50)","(17.50, 999.50)","(-44.50, 1066.00)","(-38.25, 992.00)","(-4.00, 1099.00)","(53.04, 969.33)","(48.75, 1088.00)"
227.0,"(12.00, 1056.00)","(18.00, 1000.67)","(-46.00, 1069.00)","(-38.00, 992.00)","(-4.00, 1100.00)","(54.00, 972.00)","(48.00, 1088.00)"
227.25,"(12.00, 1056.00)","(18.50, 1001.84)","(-46.00, 1069.00)","(-37.50, 992.00)","(-4.00, 1100.00)","(54.00, 972.00)","(48.00, 1088.00)"
227.5,"(12.00, 1056.00)","(19.00, 1003.00)","(-46.00, 1069.00)","(-37.00, 992.00)","(-4.00, 1100.00)","(54.00, 972.00)","(48.00, 1088.00)"
227.75,"(12.00, 1056.00)","(19.50, 1004.16)","(-46.00, 1069.00)","(-36.50, 992.00)","(-4.00, 1100.00)","(54.00, 972.00)","(48.00, 1088.00)"
228.0,"(12.00, 1056.00)","(20.00, 1005.33)","(-46.00, 1069.00)","(-36.00, 992.00)","(-4.00, 1100.00)","(54.00, 972.00)","(48.00, 1088.00)"
228.25,"(11.50, 1057.50)","(20.50, 1006.50)","(-46.00, 1071.25)","(-37.00, 991.50)","(-3.00, 1101.50)","(54.05, 976.85)","(47.00, 1088.00)"
228.5,"(11.00, 1059.00)","(21.00, 1007.66)","(-46.00, 1073.50)","(-38.00, 991.00)","(-2.00, 1103.00)","(54.09, 981.69)","(46.00, 1088.00)"
228.75,"(10.50, 1060.50)","(21.50, 1008.83)","(-46.00, 1075.75)","(-39.00, 990.50)","(-1.00, 1104.50)","(54.14, 986.54)","(45.00, 1088.00)"
229.0,"(10.00, 1062.00)","(22.00, 1010.00)","(-46.00, 1078.00)","(-40.00, 990.00)","(0.00, 1106.00)","(54.19, 991.39)","(44.00, 1088.00)"
229.25,"(7.50, 1063.50)","(21.50, 1011.50)","(-47.12, 1082.38)","(-39.50, 990.00)","(1.50, 1108.00)","(54.64, 999.54)","(44.50, 1087.00)"
229.5,"(5.00, 1065.00)","(21.00, 1013.00)","(-48.25, 1086.75)","(-39.00, 990.00)","(3.00, 1110.00)","(55.09, 1007.69)","(45.00, 1086.00)"
229.75,"(2.50, 1066.50)","(20.50, 1014.50)","(-49.38, 1091.12)","(-38.50, 990.00)","(4.50, 1112.00)","(55.55, 1015.85)","(45.50, 1085.00)"
230.0,"(0.00, 1068.00)","(20.00, 1016.00)","(-50.50, 1095.50)","(-38.00, 990.00)","(6.00, 1114.00)","(56.00, 1024.00)","(46.00, 1084.00)"
230.25,"(0.00, 1070.00)","(19.25, 1018.50)","(-52.38, 1101.12)","(-37.50, 990.25)","(6.00, 1115.50)","(57.50, 1020.00)","(45.00, 1083.50)"
230.5,"(0.00, 1072.00)","(18.50, 1021.00)","(-54.25, 1106.75)","(-37.00, 990.50)","(6.00, 1117.00)","(59.00, 1016.00)","(44.00, 1083.00)"
230.75,"(0.00, 1074.00)","(17.75, 1023.50)","(-56.12, 1112.38)","(-36.50, 990.75)","(6.00, 1118.50)","(60.50, 1012.00)","(43.00, 1082.50)"
231.0,"(0.00, 1076.00)","(17.00, 1026.00)","(-58.00, 1118.00)","(-36.00, 991.00)","(6.00, 1120.00)","(62.00, 1008.00)","(42.00, 1082.00)"
231.25,"(-0.50, 1077.75)","(17.25, 1027.50)","(-56.19, 1119.39)","(-37.00, 990.75)","(5.50, 1121.50)","(62.25, 1012.50)","(41.50, 1082.00)"
231.5,"(-1.00, 1079.50)","(17.50, 1029.00)","(-54.38, 1120.79)","(-38.00, 990.50)","(5.00, 1123.00)","(62.50, 1017.00)","(41.00, 1082.00)"
231.75,"(-1.50, 1081.25)","(17.75, 1030.50)","(-52.56, 1122.18)","(-39.00, 990.25)","(4.50, 1124.50)","(62.75, 1021.50)","(40.50, 1082.00)"
232.0,"(-2.00, 1083.00)","(18.00, 1032.00)","(-50.75, 1123.58)","(-40.00, 990.00)","(4.00, 1126.00)","(63.00, 1026.00)","(40.00, 1082.00)"
232.25,"(-1.75, 1085.00)","(17.25, 1034.75)","(-50.06, 1131.68)","(-39.50, 991.00)","(4.50, 1127.50)","(64.75, 1029.00)","(38.50, 1081.50)"
232.5,"(-1.50, 1087.00)","(16.50, 1037.50)","(-49.38, 1139.79)","(-39.00, 992.00)","(5.00, 1129.00)","(66.50, 1032.00)","(37.00, 1081.00)"
232.75,"(-1.25, 1089.00)","(15.75, 1040.25)","(-48.69, 1147.89)","(-38.50, 993.00)","(5.50, 1130.50)","(68.25, 1035.00)","(35.50, 1080.50)"
233.0,"(-1.00, 1091.00)","(15.00, 1043.00)","(-48.00, 1156.00)","(-38.00, 994.00)","(6.00, 1132.00)","(70.00, 1038.00)","(34.00, 1080.00)"
233.25,"(-1.00, 1091.00)","(15.25, 1041.75)","(-48.00, 1156.00)","(-38.00, 994.00)","(6.00, 1132.00)","(70.00, 1038.00)","(34.00, 1080.00)"
233.5,"(-1.00, 1091.00)","(15.50, 1040.50)","(-48.00, 1156.00)","(-38.00, 994.00)","(6.00, 1132.00)","(70.00, 1038.00)","(34.00, 1080.00)"
233.75,"(-1.00, 1091.00)","(15.75, 1039.25)","(-48.00, 1156.00)","(-38.00, 994.00)","(6.00, 1132.00)","(70.00, 1038.00)","(34.00, 1080.00)"
234.0,"(-1.00, 1091.00)","(16.00, 1038.00)","(-48.00, 1156.00)","(-38.00, 994.00)","(6.00, 1132.00)","(70.00, 1038.00)","(34.00, 1080.00)"
234.25,"(-1.25, 1091.75)","(16.00, 1040.00)","(-48.00, 1158.50)","(-38.50, 994.00)","(6.00, 1133.00)","(72.00, 1041.50)","(32.25, 1080.00)"
